出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值 
"114/03/26","105","4","5907","大洋-KY","9802333.00","12239861.00","22042194.00","6976948.00","5550048.00","12526996.00","1994990.00","5143330.00","3322430.00","-481745.00","-472200.00","9506805.00","--","--","8393.00","9515198.00","0.00","0.00","16620000.00","51.98"
"114/03/26","105","4","6108","競國","6906396.00","3742035.00","10648431.00","4894060.00","1965159.00","6859219.00","1598993.00","418929.00","1703044.00","68246.00","0.00","3789212.00","--","--","--","3789212.00","0.00","0.00","0.00","23.70"
"114/03/26","105","4","6112","邁達特","4705736.00","660711.00","5366447.00","3313046.00","9006.00","3322052.00","963064.00","445146.00","532476.00","0.00","--","1940686.00","--","--","103709.00","2044395.00","0.00","0.00","0.00","20.15"
"114/03/26","105","4","6115","鎰勝","7124927.00","1304059.00","8428986.00","3010339.00","263642.00","3273981.00","1802426.00","1170183.00","2353949.00","-171553.00","0.00","5155005.00","--","--","0.00","5155005.00","0.00","0.00","0.00","28.60"
"114/03/26","105","4","6116","彩晶","17944565.00","26596519.00","44541084.00","7433314.00","22108.00","7455422.00","32339339.00","842099.00","4051277.00","-147053.00","--","37085662.00","--","--","--","37085662.00","--","0.00","0.00","11.47"
"114/03/26","105","4","6117","迎廣","1609552.00","1449720.00","3059272.00","1516875.00","43561.00","1560436.00","886500.00","577794.00","28428.00","-12533.00","0.00","1480189.00","--","--","18647.00","1498836.00","0.00","0.00","0.00","16.70"
"114/03/26","105","4","6120","達運","17875588.00","8535754.00","26411342.00","10895926.00","3519227.00","14415153.00","6655551.00","4399610.00","1280360.00","-339332.00","0.00","11996189.00","--","--","--","11996189.00","0.00","0.00","0.00","18.02"
"114/03/26","105","4","6128","上福","1353270.00","2303837.00","3657107.00","1515881.00","357534.00","1873415.00","875887.00","229364.00","636942.00","41499.00","0.00","1783692.00","--","--","--","1783692.00","0.00","0.00","0.00","20.36"
"114/03/26","105","4","6133","金橋","1343730.00","456820.00","1800550.00","250485.00","2156.00","252641.00","1170064.00","274979.00","99032.00","3834.00","0.00","1547909.00","--","--","--","1547909.00","0.00","0.00","0.00","13.23"
"114/03/26","105","4","6136","富爾特","1278105.00","1892144.00","3170249.00","101889.00","15998.00","117887.00","1155364.00","21845.00","597610.00","1253025.00","0.00","3027844.00","0.00","--","24518.00","3052362.00","0.00","0.00","0.00","26.21"
"114/03/26","105","4","6139","亞翔","18549248.00","5460786.00","24010034.00","11421439.00","1697663.00","13119102.00","2150936.00","2764439.00","2311569.00","113145.00","0.00","7340089.00","--","--","3550843.00","10890932.00","--","0.00","0.00","34.23"
"114/03/26","105","4","6141","柏承","2032477.00","2150344.00","4182821.00","2440384.00","81221.00","2521605.00","1330645.00","252749.00","90232.00","15860.00","-28961.00","1660525.00","--","--","691.00","1661216.00","0.00","0.00","3100000.00","12.78"
"114/03/26","105","4","6142","友勁","3789572.00","844538.00","4634110.00","1367108.00","55.00","1367163.00","2682357.00","415638.00","166515.00","2437.00","0.00","3266947.00","--","--","0.00","3266947.00","--","0.00","0.00","12.18"
"114/03/26","105","4","6152","百一","5477992.00","1381537.00","6859529.00","4518795.00","177024.00","4695819.00","1724005.00","541618.00","-53157.00","14707.00","-82087.00","2145086.00","--","--","18624.00","2163710.00","--","0.00","8000000.00","13.05"
"114/03/26","105","4","6153","嘉聯益","10449973.00","5053352.00","15503325.00","7475728.00","294090.00","7769818.00","3231597.00","1564330.00","3151219.00","-213639.00","0.00","7733507.00","--","--","0.00","7733507.00","0.00","0.00","0.00","23.93"
"114/03/26","105","4","6155","鈞寶","1302453.00","777185.00","2079638.00","627759.00","51603.00","679362.00","858842.00","185526.00","318366.00","37542.00","0.00","1400276.00","--","--","0.00","1400276.00","0.00","0.00","0.00","16.30"
"114/03/26","105","4","6164","華興","1542660.00","704837.00","2247497.00","617966.00","258251.00","876217.00","1100002.00","17031.00","383043.00","-30895.00","-113480.00","1355701.00","--","--","15579.00","1371280.00","0.00","0.00","8097000.00","13.30"
"114/03/26","105","4","6165","浪凡","278346.00","185427.00","463773.00","18330.00","977.00","19307.00","496824.00","--","-50886.00","-1472.00","--","444466.00","--","--","--","444466.00","--","0.00","0.00","8.95"
"114/03/26","105","4","6166","凌華","5803542.00","2266420.00","8069962.00","3131454.00","252476.00","3383930.00","2175619.00","1575678.00","1033721.00","-107825.00","--","4677193.00","--","--","8839.00","4686032.00","--","4000.00","0.00","21.50"
"114/03/26","105","4","6168","宏齊","2788101.00","1093442.00","3881543.00","1387729.00","38244.00","1425973.00","2072018.00","593921.00","-112944.00","18642.00","-71925.00","2499712.00","--","--","-44142.00","2455570.00","0.00","0.00","4356752.00","12.32"
"114/03/26","105","4","6176","瑞儀","41216364.00","8265856.00","49482220.00","25972341.00","536685.00","26509026.00","4650273.00","4726025.00","14621246.00","-1024350.00","--","22973194.00","--","--","--","22973194.00","0.00","0.00","0.00","49.40"
